,title,links,song_lyric
45,Third of May/Odaigahara,https://www.lyrics.com/lyric/33775682/Fleet+Foxes/Third+of+May-Odaigahara,"Light ended the night, but the song remained
And I was hiding by the stair
Half here, half there, past the lashing rain
And as the sky would petal white, old innocent lies came to mind
As we stood, congregated, at the firing line

Night ended the fight, but the song remained
And so I headed to the wall
Turned tail to call to the new domain
As if in the sight of sea, you're suddenly free
But it's all the same
Oh, but I can hear you, loud in the center
Aren't we made to be crowded together, like leaves?

Was I too slow? 
Did you change overnight?
Second son, on the other line

Now, back in our town as a castaway
I'm reminded of the time it all fell in line, on the third of May
As if it were designed, painted in sand to be washed away
Oh, but I can hear you, loud in the center
Aren't we made to be crowded together, like leaves?

Was I too slow? 
Did I change overnight?
Second son, for the second time

Can I be light and free?
If I lead you through the fury will you call to me?
And is all that I might owe you carved on ivory?

But all will fade
All I say
All I needed
As a flash in the eye, I wouldn't deny, all receded

Life unfolds in pools of gold
I am only owed this shape if I make a line to hold
To be held within one's self is deathlike, oh I know

But all will be, for mine and me, as we make it
And the size of the fray, can't take it away, they won't make it

I was a fool
Crime after crime to confess to
But I hold the fleet angel, she'll bless you
Hold fast to the wing
Hold fast to the wing"
46,White Winter Hymnal,https://www.lyrics.com/lyric/32372772/Fleet+Foxes/White+Winter+Hymnal,"I was following the, I was following the, I was following the, I was following the
I was following the, I was following the, I was following the, I was following the

I was following the pack, all swallowed in their coats
With scarves of red tied 'round their throats
To keep their little heads from falling in the snow, and I turned 'round and there you go
And Michael, you would fall and turn the white snow red as strawberries in the summertime

I was following the pack, all swallowed in their coats
With scarves of red tied 'round their throats
To keep their little heads from falling in the snow, and I turned 'round and there you go
And Michael, you would fall and turn the white snow red as strawberries in the summertime

I was following the pack, all swallowed in their coats
With scarves of red tied 'round their throats
To keep their little heads from falling in the snow, and I turned 'round and there you go
And Michael, you would fall and turn the white snow red as strawberries in summertime"
47,Montezuma,https://www.lyrics.com/lyric/28891470/Fleet+Foxes/Montezuma,"So now I am older than my mother and father
When they had their daughter
Now what does that say about me

Oh how could I dream of such a selfless and true love
Could I wash my hands of
Just looking out for me

Oh man what I used to be
Oh man oh my oh me
Oh man what I used to be
Oh man oh my oh me

In dearth or in excess
Both the slave and the empress
Will return to the dirt I guess, naked as when they came

I wonder if I'll see any faces above me
Or just cracks in the ceiling
Nobody else to blame

Oh man what I used to be
Oh man oh my oh me
Oh man that I used to be
Oh man oh my oh me

Gold teeth and gold jewelry
Every piece of your dowry
Throw them into the tomb with me
Bury them with my name

Unless I have someday
Ran my wandering mind away

Oh man what I used to be
Montezuma to Tripoli
Oh man oh my oh me"
48,Montezuma,https://www.lyrics.com/lyric/28654551/Fleet+Foxes/Montezuma,"So now I am older than my mother and father
When they had their daughter
Now what does that say about me

Oh how could I dream of such a selfless and true love
Could I wash my hands of
Just looking out for me

Oh man what I used to be
Oh man oh my oh me
Oh man what I used to be
Oh man oh my oh me

In dearth or in excess
Both the slave and the empress
Will return to the dirt I guess, naked as when they came

I wonder if I'll see any faces above me
Or just cracks in the ceiling
Nobody else to blame

Oh man what I used to be
Oh man oh my oh me
Oh man that I used to be
Oh man oh my oh me

Gold teeth and gold jewelry
Every piece of your dowry
Throw them into the tomb with me
Bury them with my name

Unless I have someday
Ran my wandering mind away

Oh man what I used to be
Montezuma to Tripoli
Oh man oh my oh me"
49,Mykonos,https://www.lyrics.com/lyric/29489118/Fleet+Foxes/Mykonos,"The door slammed loud and rose up a cloud of dust on us
Footsteps follow, down through the hollow sound, torn up.

And you will go to Mykonos
With a vision of a gentle coast
And a sun to maybe dissipate
Shadows of the mess you made

How did animals in the snow tipped pines, I find
Hatching from the seed of your thin mind, all night?

And you will go to Mykonos
With a vision of a gentle coast
And a sun to maybe dissipate
Shadows of the mess you made

Brother you don't need to turn me away
I was waiting down at the ancient gate

You go
Wherever you go today
You go today

I remember how they took you down
As the winter turned the meadow brown

You go
Wherever you go today
You go today

When a-walking brother don't you forget
It ain't often that you'll ever find a friend

You go
Wherever you go today
You go today"
50,Mykonos,https://www.lyrics.com/lyric/29569798/Fleet+Foxes/Mykonos,"The door slammed loud and rose up a cloud of dust on us
Footsteps follow, down through the hollow sound, torn up.

And you will go to Mykonos
With a vision of a gentle coast
And a sun to maybe dissipate
Shadows of the mess you made

How did animals in the snow tipped pines, I find
Hatching from the seed of your thin mind, all night?

And you will go to Mykonos
With a vision of a gentle coast
And a sun to maybe dissipate
Shadows of the mess you made

Brother you don't need to turn me away
I was waiting down at the ancient gate

You go
Wherever you go today
You go today

I remember how they took you down
As the winter turned the meadow brown

You go
Wherever you go today
You go today

When a-walking brother don't you forget
It ain't often that you'll ever find a friend

You go
Wherever you go today
You go today"
51,Montezuma [Album],https://www.lyrics.com/lyric/28911010/Fleet+Foxes/Montezuma+%5BAlbum%5D,"So now I am older than my mother and father
When they had their daughter
Now what does that say about me

Oh how could I dream of such a selfless and true love
Could I wash my hands of
Just looking out for me

Oh man what I used to be
Oh man oh my oh me
Oh man what I used to be
Oh man oh my oh me

In dearth or in excess
Both the slave and the empress
Will return to the dirt I guess, naked as when they came

I wonder if I'll see any faces above me
Or just cracks in the ceiling
Nobody else to blame

Oh man what I used to be
Oh man oh my oh me
Oh man that I used to be
Oh man oh my oh me

Gold teeth and gold jewelry
Every piece of your dowry
Throw them into the tomb with me
Bury them with my name

Unless I have someday
Ran my wandering mind away

Oh man what I used to be
Montezuma to Tripoli
Oh man oh my oh me"
52,Bedouin Dress [Album],https://www.lyrics.com/lyric/28911009/Fleet+Foxes/Bedouin+Dress+%5BAlbum%5D,"If to borrow is to take and not return
I have borrowed all my lonesome life
And I can't, no I can't get through
The borrower's debt is the only regret of my youth

And believe me it's not easy when I look back
Everything I took got soon returned
Just to be at Innisfree again
All of the sirens are driving me over the stern

Just to be at Innisfree again
All of the sirens are driving me over the stern

One day at Innisfree
One day that's mine there

In the street one day I saw you among the crowd
In a geometric pattern dressed
Gleaming white just as I recall
Old as I get I will never forget it at all
Gleaming white just as I recall
Old as I get I could never forget it at all

One day at Innisfree
One day that's mine there"
53,Sim Sala Bim [Album],https://www.lyrics.com/lyric/28911008/Fleet+Foxes/Sim+Sala+Bim+%5BAlbum%5D,"He was so kind, such a gentleman tied to the oceanside
Lighting a match on the suitcase's latch in the fading of night

Ruffle the fur of the collie 'neath the table
Ran out the door through the dark
Carved out his initials in the bark

Then the Earth shook, that was all that it took for the dream to break
All the loose ends would surround me again in the shape of your face

What makes me love you despite the reservations?
What do I see in your eyes
Besides my reflection hanging high?

Are you off somewhere reciting incantations?
Sim sala bim on your tongue
Carving off the hair of someone's young

Remember when you had me cut your hair?
Call me Delilah then I wouldn't care"
54,Battery Kinzie [Album],https://www.lyrics.com/lyric/28911007/Fleet+Foxes/Battery+Kinzie+%5BAlbum%5D,"I woke up one morning
All my fingers rotten
I woke up a dying man without a chance

I came to your window
Threw a stone and waited
At the door a stranger stood
The stranger's voice said nothing good
I turned to walk the frozen ground alone
All the way home

Wide-eyed walker
Do not wander
Do not wander
Through the dawn

Both my eyes are fading
No light in the evening
Planted like a seed in sand and drowned in rain

Watch you for an hour
He kept you beneath him
He kept you on lock and key
He paid the wage you sent to me
And waste the day so idly alone
All the way home

Wide-eyed walker
Do not wander
Do not wander
Through the dawn
Wide-eyed walker
Do not wander
Do not wander
Through the dawn"
55,The Plains / Bitter Dancer [Album],https://www.lyrics.com/lyric/28911006/Fleet+Foxes/The+Plains+-+Bitter+Dancer+%5BAlbum%5D,"Just as the sand made everything round
Just as the tar seeps up from the ground
Bitter dancer, ever turning
So was the day that you came to town

You took a room and you settled in
Washed off the chalk from your weathered skin
Daylight sleeper
Bloody reaper
You took a room and you settled in

I should have known one day you would come
All of us walk so blind in the sun
Midnight feeder, beggar pleader
I should have known one day you would come

Tell me again my only son
Tell me again what have you done

At arm's length
I will hold you there
There

At arm's length
I will hold you there
There"
56,Helplessness Blues [Album],https://www.lyrics.com/lyric/28911005/Fleet+Foxes/Helplessness+Blues+%5BAlbum%5D,"I was raised up believing I was somehow unique
Like a snowflake distinct among snowflakes, unique in each way you can see
And now after some thinking, I'd say I'd rather be
A functioning cog in some great machinery serving something beyond me

But I don't, I don't know what that will be
I'll get back to you someday soon you will see

What's my name, what's my station, oh, just tell me what I should do
I don't need to be kind to the armies of night that would do such injustice to you
Or bow down and be grateful and say ""Sure, take all that you see""
To the men who move only in dimly-lit halls and determine my future for me

And I don't, I don't know who to believe
I'll get back to you someday soon you will see

If I know only one thing, it's that everything that I see
Of the world outside is so inconceivable often I barely can speak
Yeah I'm tongue-tied and dizzy and I can't keep it to myself
What good is it to sing helplessness blues, why should I wait for anyone else?

And I know, I know you will keep me on the shelf
I'll come back to you someday soon myself

If I had an orchard, I'd work 'til I'm raw
If I had an orchard, I'd work 'til I'm sore
And you would wait tables and soon run the store

Gold hair in the sunlight, my light in the dawn
If I had an orchard, I'd work 'til I'm sore
If I had an orchard, I'd work 'til I'm sore
Someday I'll be like the man on the screen"
